name,height,left,top,width,label
132962.png,55,20,15,28,1
132962.png,55,46,16,23,3
132962.png,55,75,17,32,5
132968.png,63,15,5,25,1
132968.png,63,50,7,34,4
132968.png,63,93,4,36,7
132968.png,63,141,7,38,3
132969.png,73,28,13,35,2
132969.png,73,63,28,31,7
132969.png,73,87,43,33,5
132979.png,60,17,6,38,3
132993.png,47,10,1,31,2
132993.png,47,42,1,33,7
132993.png,47,76,1,30,10
132997.png,50,15,2,26,2
132997.png,50,42,1,17,4
132997.png,50,58,1,37,6
133005.png,48,12,19,36,4
133005.png,48,50,21,33,3
133005.png,48,87,22,31,5
133009.png,75,48,29,23,1
133009.png,75,72,31,36,10
133009.png,75,110,22,35,10
133011.png,72,21,4,41,6
133011.png,72,66,3,46,7
133016.png,69,30,35,11,1
133016.png,69,57,34,10,1
133016.png,69,77,29,35,3
133024.png,164,28,8,106,1
133024.png,164,142,12,156,10
133027.png,47,17,24,34,8
133027.png,47,47,22,31,6
133027.png,47,76,23,29,10
133027.png,47,97,21,22,1
133035.png,70,20,18,37,1
133035.png,70,56,22,51,6
133035.png,70,113,20,48,8
133035.png,70,163,18,54,8
133041.png,49,3,10,34,1
133041.png,49,36,14,18,4
133041.png,49,53,14,20,3
133046.png,55,16,11,34,1
133046.png,55,56,10,41,2
133046.png,55,107,9,37,9
133046.png,55,150,17,40,8
133066.png,52,9,8,34,3
133066.png,52,43,8,22,1
133066.png,52,69,8,21,1
133067.png,52,19,36,32,2
133067.png,52,51,27,33,10
133067.png,52,84,21,32,3
133070.png,77,10,16,29,1
133070.png,77,46,15,43,6
133070.png,77,92,16,46,7
133071.png,49,15,17,34,2
133071.png,49,50,17,31,2
133071.png,49,81,15,31,4
133086.png,65,28,26,39,2
133086.png,65,81,25,35,9
133086.png,65,126,19,39,4
133091.png,74,10,9,31,7
133091.png,74,36,7,41,5
133103.png,38,8,18,32,3
133103.png,38,34,10,33,7
133103.png,38,58,1,32,2
133107.png,69,17,15,37,2
133107.png,69,51,20,27,10
133109.png,75,7,15,47,2
133109.png,75,52,22,37,4
133109.png,75,87,13,40,1
133117.png,150,136,31,73,3
133117.png,150,220,9,60,8
133122.png,59,70,20,35,4
133122.png,59,115,24,38,10
133124.png,68,24,17,38,2
133124.png,68,64,10,29,5
133124.png,68,93,5,34,5
133124.png,68,130,2,30,6
133128.png,48,31,19,32,3
133128.png,48,67,18,24,6
133128.png,48,91,18,25,1
133129.png,55,16,20,33,9
133129.png,55,46,11,24,1
133131.png,71,32,19,38,2
133131.png,71,64,31,56,4
133140.png,56,15,19,32,6
133140.png,56,50,18,26,8
133140.png,56,77,22,23,1
133152.png,116,49,62,45,3
133152.png,116,96,41,50,3
133152.png,116,144,39,34,1
133170.png,41,9,5,17,1
133170.png,41,28,9,19,10
133170.png,41,50,21,32,2
133172.png,71,31,15,40,7
133172.png,71,72,22,42,10
133185.png,49,12,9,20,1
133185.png,49,35,5,28,10
133185.png,49,66,4,32,8
133185.png,49,96,2,36,4
133194.png,50,33,47,36,4
133194.png,50,69,38,30,8
133194.png,50,98,26,35,2
133200.png,113,27,10,74,8
133200.png,113,103,21,65,3
133201.png,95,17,11,30,1
133201.png,95,46,12,46,3
133201.png,95,92,15,50,9
133204.png,72,25,32,39,2
133204.png,72,76,20,36,5
133204.png,72,121,12,40,9
133213.png,52,15,21,35,3
133213.png,52,50,17,37,4
133223.png,67,24,72,24,1
133223.png,67,52,52,39,6
133223.png,67,94,22,39,4
133233.png,48,81,11,46,2
133233.png,48,117,15,36,8
133241.png,72,18,26,37,2
133241.png,72,55,23,38,5
133241.png,72,90,21,42,4
133254.png,74,23,27,41,3
133254.png,74,70,26,40,10
133254.png,74,112,22,43,7
133264.png,55,74,28,37,4
133264.png,55,108,19,37,8
133264.png,55,143,18,37,3
133265.png,93,11,2,53,2
133265.png,93,64,10,48,7
133265.png,93,109,5,52,10
133265.png,93,158,10,48,8
133269.png,62,30,24,28,4
133269.png,62,53,21,32,10
133270.png,57,14,23,27,3
133270.png,57,38,25,31,6
133270.png,57,61,18,33,7
133271.png,70,12,9,37,9
133271.png,70,51,10,36,10
133275.png,37,58,49,16,7
133275.png,37,68,34,32,4
133276.png,62,6,8,33,1
133276.png,62,40,21,30,3
133276.png,62,71,12,29,8
133276.png,62,102,15,33,10
133279.png,62,6,6,33,2
133279.png,62,40,7,23,3
133279.png,62,64,9,27,3
133280.png,46,21,23,35,4
133280.png,46,55,19,30,10
133280.png,46,85,17,28,4
133293.png,58,21,35,47,7
133293.png,58,72,29,35,10
133293.png,58,108,19,45,2
133295.png,51,11,29,32,3
133295.png,51,44,28,33,9
133295.png,51,69,11,38,7
133296.png,53,9,11,35,6
133296.png,53,43,8,30,8
133315.png,47,7,7,31,3
133315.png,47,38,8,34,7
133325.png,86,5,15,31,1
133325.png,86,35,7,20,1
133325.png,86,57,1,19,8
133325.png,86,75,7,46,9
133327.png,91,26,10,53,7
133327.png,91,74,14,53,4
133327.png,91,114,24,46,4
133331.png,49,9,6,34,2
133331.png,49,40,10,29,10
133331.png,49,71,8,29,6
133340.png,47,13,13,36,1
133340.png,47,52,11,27,5
133340.png,47,81,11,34,8
133341.png,137,15,21,99,5
133341.png,137,103,10,86,2
133341.png,137,175,15,84,9
133345.png,61,7,22,35,8
133345.png,61,40,7,35,4
133352.png,77,32,8,30,1
133352.png,77,66,13,37,3
133352.png,77,104,7,33,8
133353.png,52,15,31,23,1
133353.png,52,38,18,35,7
133353.png,52,67,8,33,2
133359.png,55,7,26,36,9
133359.png,55,38,14,35,5
133360.png,51,38,6,37,2
133378.png,115,30,123,100,2
133378.png,115,125,74,97,4
133378.png,115,238,15,92,5
133399.png,78,11,0,59,4
133399.png,78,63,10,35,8
133399.png,78,96,5,47,6
133404.png,63,10,4,25,1
133404.png,63,35,1,37,10
133404.png,63,72,2,50,2
133405.png,71,24,19,32,1
133405.png,71,56,15,46,10
133405.png,71,103,10,46,5
133416.png,53,15,4,23,6
133416.png,53,40,15,15,1
133416.png,53,54,6,35,6
133423.png,69,13,1,38,6
133423.png,69,66,13,26,1
133426.png,65,19,18,28,2
133426.png,65,46,22,23,7
133426.png,65,74,21,34,4
133436.png,116,30,34,49,9
133436.png,116,81,34,40,2
133436.png,116,122,41,30,1
133445.png,58,19,10,23,5
133445.png,58,50,3,40,5
133452.png,134,34,1,74,4
133452.png,134,110,5,46,9
133452.png,134,167,1,97,8
133457.png,71,11,0,50,3
133458.png,70,18,21,35,5
133458.png,70,54,16,38,3
133458.png,70,94,14,30,10
133465.png,71,32,14,47,2
133465.png,71,75,13,52,8
133468.png,58,15,10,36,6
133468.png,58,58,10,37,10
133478.png,82,15,8,43,9
133478.png,82,61,9,50,9
133479.png,49,19,19,19,1
133479.png,49,40,16,27,2
133479.png,49,66,14,14,1
133479.png,49,83,12,32,6
133483.png,65,24,22,20,1
133483.png,65,45,24,36,4
133483.png,65,83,18,36,4
133486.png,50,14,6,28,3
133486.png,50,40,7,30,4
133486.png,50,70,7,36,4
133496.png,119,22,16,69,3
133496.png,119,82,5,62,2
133496.png,119,145,27,71,5
133513.png,104,21,9,62,4
133513.png,104,75,14,74,5
133524.png,110,29,13,38,6
133524.png,110,59,21,50,9
133524.png,110,91,6,66,1
133532.png,58,18,19,28,1
133532.png,58,47,28,33,6
133532.png,58,78,32,30,4
133536.png,80,31,14,52,7
133536.png,80,85,27,55,5
133536.png,80,142,29,53,4
133537.png,53,16,8,36,8
133537.png,53,50,8,31,10
133541.png,52,9,19,32,2
133541.png,52,43,18,22,4
133541.png,52,68,16,29,10
133542.png,72,17,11,39,3
133542.png,72,54,18,36,4
133542.png,72,91,21,32,10
133555.png,49,9,37,30,1
133555.png,49,38,19,27,8
133555.png,49,56,3,35,5
133557.png,70,26,26,49,3
133557.png,70,82,12,34,6
133562.png,97,32,21,45,1
133562.png,97,69,13,52,6
133562.png,97,110,1,59,3
133568.png,72,33,10,42,3
133568.png,72,75,12,41,4
133568.png,72,116,12,39,2
133570.png,52,19,12,23,1
133570.png,52,51,38,35,6
133570.png,52,97,70,34,8
133572.png,59,48,11,41,9
133573.png,68,50,2,33,5
133573.png,68,73,1,58,2
133579.png,50,15,15,33,2
133579.png,50,49,7,20,1
133580.png,71,23,16,40,3
133580.png,71,63,21,42,6
133580.png,71,104,20,40,10
133582.png,73,21,19,37,3
133582.png,73,57,15,33,1
133582.png,73,91,14,40,4
133585.png,134,48,44,53,9
133585.png,134,107,40,55,2
133586.png,59,21,12,28,5
133586.png,59,58,18,19,1
133586.png,59,77,22,37,3
133590.png,79,14,16,40,2
133590.png,79,58,17,23,1
133590.png,79,88,12,44,2
133606.png,66,17,6,44,5
133606.png,66,67,8,33,10
133606.png,66,102,6,46,4
133611.png,47,182,111,29,2
133611.png,47,206,106,32,8
133614.png,46,8,19,32,2
133614.png,46,36,14,23,7
133614.png,46,59,9,25,7
133616.png,62,17,3,34,1
133616.png,62,52,7,54,10
133616.png,62,122,8,35,4
133623.png,57,61,37,39,2
133623.png,57,103,32,32,2
133623.png,57,137,25,33,3
133625.png,56,30,37,27,1
133625.png,56,58,42,30,3
133625.png,56,87,44,33,7
133626.png,45,17,9,26,1
133626.png,45,38,8,28,5
133626.png,45,60,6,35,2
133627.png,54,17,16,39,3
133627.png,54,57,18,38,5
133627.png,54,99,20,36,3
133635.png,68,16,11,36,2
133635.png,68,62,1,37,9
133635.png,68,107,1,50,6
133641.png,63,23,11,27,1
133641.png,63,53,14,39,5
133641.png,63,98,11,35,3
133647.png,69,21,5,19,1
133647.png,69,51,22,38,3
133647.png,69,102,30,25,9
133652.png,76,20,11,45,6
133652.png,76,70,13,54,5
133655.png,66,51,9,36,5
133663.png,52,17,9,33,3
133663.png,52,50,11,24,5
133663.png,52,73,8,25,6
133665.png,103,23,23,54,6
133665.png,103,76,24,52,10
133669.png,55,11,11,39,7
133669.png,55,50,2,44,10
133671.png,59,17,11,42,6
133671.png,59,62,1,32,8
133671.png,59,92,1,25,7
133675.png,84,15,40,50,1
133675.png,84,69,34,62,6
133675.png,84,129,19,52,8
133677.png,143,43,18,59,1
133677.png,143,87,20,69,5
133677.png,143,144,21,88,6
133679.png,51,14,12,27,7
133679.png,51,44,10,35,5
133683.png,69,30,25,29,9
133683.png,69,64,39,39,5
133694.png,45,4,7,32,2
133694.png,45,36,3,26,2
133694.png,45,63,6,26,9
133695.png,57,9,1,34,3
133695.png,57,47,2,31,6
133695.png,57,80,1,30,7
133699.png,64,15,20,45,7
133699.png,64,52,11,28,4
133701.png,63,16,21,19,1
133701.png,63,33,21,33,2
133701.png,63,68,22,32,10
133701.png,63,98,27,34,7
133712.png,49,35,21,31,5
133712.png,49,60,18,32,4
133712.png,49,92,23,30,9
133717.png,44,13,6,14,1
133717.png,44,27,8,22,3
133717.png,44,49,5,23,4
133717.png,44,71,6,34,10
133721.png,70,35,27,28,1
133721.png,70,77,14,26,2
133721.png,70,120,14,40,2
133725.png,72,22,16,16,1
133725.png,72,39,16,34,3
133725.png,72,68,13,37,4
133741.png,146,62,64,38,6
133741.png,146,100,49,41,2
133741.png,146,132,59,80,9
133746.png,57,22,23,43,6
133746.png,57,57,13,36,8
133749.png,57,12,29,39,1
133749.png,57,41,17,40,5
133749.png,57,74,8,40,8
133750.png,76,11,16,45,4
133750.png,76,50,9,50,5
133754.png,60,30,47,39,4
133754.png,60,70,44,35,5
133754.png,60,106,45,36,6
133756.png,66,17,20,37,3
133756.png,66,62,16,40,5
133756.png,66,101,24,41,10
133757.png,78,24,23,34,1
133757.png,78,64,21,44,4
133757.png,78,114,20,44,4
133766.png,62,11,12,41,5
133769.png,57,6,7,32,9
133769.png,57,33,2,35,5
133779.png,50,14,7,33,2
133779.png,50,48,5,29,8
133780.png,77,32,32,39,8
133780.png,77,68,30,47,4
133791.png,74,104,39,55,4
133791.png,74,157,20,42,3
133798.png,42,9,5,34,4
133798.png,42,45,15,30,10
133799.png,72,14,44,30,1
133799.png,72,38,19,47,7
133807.png,80,26,21,61,9
133807.png,80,84,1,50,4
133808.png,55,19,32,37,3
133808.png,55,51,11,39,3
133812.png,70,15,22,45,5
133812.png,70,58,26,50,5
133812.png,70,104,19,48,2
133819.png,59,35,22,36,4
133819.png,59,73,24,35,3
133819.png,59,109,20,33,7
133821.png,46,6,7,24,1
133821.png,46,39,8,31,7
133821.png,46,78,8,35,6
133825.png,64,10,34,46,2
133825.png,64,60,28,40,3
133825.png,64,112,12,43,3
133828.png,90,130,37,39,5
133828.png,90,165,49,47,5
133830.png,60,34,22,26,1
133830.png,60,60,22,25,7
133830.png,60,87,19,37,2
133859.png,72,0,20,61,10
133859.png,72,51,13,39,2
133859.png,72,80,19,57,1
133861.png,65,15,5,22,1
133861.png,65,38,7,34,3
133864.png,69,15,6,40,6
133864.png,69,48,5,43,5
133871.png,63,10,15,27,1
133871.png,63,29,15,36,8
133871.png,63,69,8,28,4
133875.png,80,-1,51,55,2
133875.png,80,52,33,49,5
133875.png,80,104,14,40,6
133877.png,83,33,41,34,1
133877.png,83,90,34,39,10
133877.png,83,147,30,35,9
133877.png,83,198,23,37,4
133881.png,58,15,23,31,8
133881.png,58,46,25,33,5
133883.png,61,18,22,38,3
133883.png,61,67,23,31,6
133883.png,61,109,21,37,6
133888.png,65,51,24,22,1
133888.png,65,72,24,38,3
133888.png,65,112,22,38,2
133901.png,60,36,13,35,4
133901.png,60,66,18,32,5
133915.png,81,50,31,58,5
133915.png,81,106,41,52,6
133916.png,64,25,21,26,1
133916.png,64,49,20,35,2
133916.png,64,89,21,30,5
133921.png,49,14,5,32,9
133921.png,49,48,5,27,9
133928.png,58,14,18,36,3
133928.png,58,45,11,36,3
133928.png,58,81,2,34,8
133935.png,60,15,21,32,2
133935.png,60,54,17,29,9
133937.png,56,5,11,32,2
133937.png,56,38,11,21,1
133937.png,56,61,10,28,10
133950.png,74,23,45,30,1
133950.png,74,56,35,38,4
133950.png,74,94,24,35,5
133956.png,49,23,35,29,7
133956.png,49,57,25,35,10
133956.png,49,94,19,30,5
133965.png,65,9,9,42,7
133965.png,65,49,10,36,2
133965.png,65,88,9,38,2
133970.png,135,14,1,72,2
133970.png,135,90,23,51,9
133972.png,55,23,13,33,5
133972.png,55,53,16,31,5
133975.png,63,13,7,34,6
133975.png,63,51,4,35,10
133990.png,73,20,15,23,1
133990.png,73,41,8,37,2
133990.png,73,76,7,36,3
133998.png,45,43,22,36,2
133998.png,45,77,27,42,2
134012.png,59,25,30,22,1
134012.png,59,40,15,35,7
134012.png,59,71,18,34,6
134014.png,58,11,10,36,2
134014.png,58,52,6,23,1
134014.png,58,81,7,30,2
134020.png,69,30,18,35,2
134020.png,69,59,11,28,2
134020.png,69,81,20,30,4
134025.png,61,52,58,36,2
134025.png,61,92,39,33,3
134025.png,61,126,11,37,8
134031.png,69,26,44,53,5
134031.png,69,78,17,50,9
134032.png,49,8,72,33,3
134032.png,49,41,48,39,7
134032.png,49,75,17,43,2
134038.png,106,26,10,66,3
134038.png,106,80,8,59,4
134040.png,53,14,13,32,1
134040.png,53,41,13,34,5
134045.png,50,9,11,28,2
134045.png,50,39,12,26,3
134045.png,50,68,10,33,6
134053.png,52,13,5,28,1
134053.png,52,33,12,39,2
134053.png,52,66,16,33,10
134059.png,67,18,10,26,1
134059.png,67,51,3,37,9
134063.png,68,20,18,45,3
134063.png,68,66,21,31,10
134063.png,68,100,13,38,9
134065.png,53,78,40,80,6
134065.png,53,213,62,56,9
134069.png,48,15,21,34,1
134069.png,48,44,33,23,3
134069.png,48,62,21,29,5
134076.png,54,16,21,33,2
134076.png,54,52,21,34,7
134076.png,54,88,31,37,6
134084.png,80,24,48,53,5
134084.png,80,81,25,50,2
134092.png,57,26,18,30,1
134092.png,57,52,15,25,10
134092.png,57,72,10,36,6
134093.png,77,11,13,33,1
134093.png,77,47,2,52,7
134102.png,75,10,13,41,1
134102.png,75,57,11,42,1
134102.png,75,103,8,41,4
134107.png,83,2,11,44,2
134107.png,83,43,11,29,2
134107.png,83,66,9,37,9
134113.png,60,13,9,45,8
134113.png,60,65,24,22,10
134113.png,60,102,19,24,10
134124.png,76,19,21,42,6
134124.png,76,59,12,45,7
134127.png,69,12,24,40,5
134127.png,69,49,15,39,6
134132.png,58,18,15,40,7
134132.png,58,49,41,36,7
134132.png,58,76,63,36,8
134133.png,56,88,43,33,4
134133.png,56,116,45,37,4
134137.png,90,11,13,49,4
134137.png,90,64,15,50,10
134142.png,54,-1,17,35,2
134142.png,54,35,18,32,2
134146.png,65,36,15,38,1
134146.png,65,73,15,24,6
134146.png,65,96,17,29,10
134147.png,50,22,26,25,4
134147.png,50,51,23,32,3
134148.png,77,11,9,42,7
134148.png,77,59,5,47,2
134151.png,75,28,37,39,7
134151.png,75,69,38,43,10
134158.png,117,58,32,64,4
134169.png,88,22,17,58,2
134169.png,88,73,15,33,10
134169.png,88,105,15,45,10
134174.png,74,31,1,29,9
134174.png,74,64,6,40,5
134198.png,62,63,31,36,3
134198.png,62,115,13,50,6
134198.png,62,174,7,46,5
134202.png,87,19,47,45,1
134202.png,87,55,22,54,2
134202.png,87,100,3,50,10
134206.png,93,29,36,45,1
134206.png,93,63,7,48,10
134212.png,75,15,22,32,2
134212.png,75,47,14,27,1
134212.png,75,74,6,34,7
134219.png,67,14,16,43,9
134219.png,67,46,7,36,5
134221.png,84,45,25,46,2
134221.png,84,94,30,46,10
134221.png,84,146,33,46,10
134228.png,85,12,17,40,6
134228.png,85,54,22,55,4
134236.png,53,8,13,34,3
134236.png,53,50,8,33,4
134239.png,55,26,15,24,1
134239.png,55,50,11,23,1
134239.png,55,68,16,37,2
134241.png,61,11,4,38,7
134241.png,61,55,1,39,5
134248.png,54,57,5,34,2
134248.png,54,96,7,28,9
134248.png,54,128,8,41,10
134252.png,76,10,11,37,2
134252.png,76,49,3,39,9
134259.png,78,17,7,40,9
134262.png,46,15,16,33,2
134280.png,73,38,35,30,7
134280.png,73,60,30,31,8
134280.png,73,88,25,37,7
134282.png,85,23,11,48,5
134282.png,85,69,10,36,1
134282.png,85,102,8,40,2
134287.png,56,6,3,28,1
134287.png,56,35,1,32,7
134287.png,56,70,5,32,10
134298.png,124,55,13,61,3
134298.png,124,114,13,56,9
134298.png,124,171,18,50,1
134300.png,58,19,28,36,1
134300.png,58,52,23,30,5
134300.png,58,85,19,35,9
134303.png,80,23,48,43,5
134303.png,80,66,24,45,8
134303.png,80,108,5,41,10
134309.png,84,26,21,38,1
134309.png,84,66,24,54,4
134309.png,84,125,19,53,10
134312.png,74,20,40,41,5
134312.png,74,59,27,35,4
134312.png,74,90,14,29,1
134327.png,124,25,26,109,2
134327.png,124,158,20,113,2
134336.png,54,33,16,23,1
134336.png,54,64,23,32,3
134336.png,54,100,28,34,10
134346.png,86,14,8,32,3
134346.png,86,45,3,35,1
134359.png,55,16,10,33,2
134359.png,55,49,16,33,5
134359.png,55,87,29,28,6
134366.png,69,24,11,35,2
134366.png,69,69,14,32,8
134367.png,60,12,4,24,1
134367.png,60,34,4,38,6
134367.png,60,72,6,33,7
134374.png,87,45,43,41,6
134374.png,87,90,47,47,5
134374.png,87,141,29,41,7
134381.png,46,11,25,25,9
134381.png,46,34,21,27,5
134381.png,46,57,14,34,8
134382.png,58,61,35,27,1
134382.png,58,85,23,33,5
134382.png,58,113,15,37,10
134384.png,53,19,18,31,8
134384.png,53,58,15,33,4
134387.png,44,46,54,33,6
134387.png,44,72,54,33,2
134387.png,44,100,50,29,1
134392.png,67,23,1,39,5
134392.png,67,58,4,39,10
134392.png,67,102,6,31,2
134393.png,67,15,13,41,1
134393.png,67,48,8,45,5
134410.png,61,29,32,38,2
134410.png,61,68,30,28,1
134413.png,42,0,1,38,1
134413.png,42,41,0,37,3
134413.png,42,89,0,20,6
134415.png,148,44,5,90,8
134415.png,148,142,11,77,1
134424.png,38,140,11,33,1
134424.png,38,170,11,24,2
134427.png,47,14,16,18,1
134427.png,47,36,17,23,10
134427.png,47,57,14,33,1
134434.png,68,67,14,34,6
134438.png,81,29,1,26,1
134438.png,81,64,14,39,5
134438.png,81,109,7,41,1
134441.png,59,20,10,27,1
134441.png,59,51,21,28,5
134441.png,59,90,24,32,6
134446.png,92,23,20,55,2
134446.png,92,82,30,50,10
134468.png,62,17,10,36,2
134468.png,62,42,13,35,5
134468.png,62,67,12,52,7
134472.png,134,34,17,76,4
134472.png,134,137,11,80,9
134475.png,71,9,14,32,1
134475.png,71,40,15,30,3
134475.png,71,72,14,32,9
134475.png,71,104,14,42,9
134478.png,55,27,6,32,5
134478.png,55,60,2,28,6
134478.png,55,93,2,34,10
134492.png,59,16,22,27,1
134492.png,59,39,22,33,10
134492.png,59,67,17,28,9
134492.png,59,89,17,36,3
134507.png,55,22,30,35,2
134507.png,55,75,19,28,1
134509.png,64,17,14,19,1
134509.png,64,39,15,33,5
134509.png,64,76,26,32,9
134522.png,91,12,13,46,5
134522.png,91,65,16,42,7
134528.png,65,17,23,51,3
134528.png,65,70,20,30,1
134535.png,59,9,7,33,6
134535.png,59,36,11,22,1
134535.png,59,56,8,29,3
134535.png,59,82,15,28,8
134548.png,76,31,25,33,9
134548.png,76,90,28,27,3
134549.png,61,16,16,35,4
134549.png,61,60,9,36,6
134557.png,48,17,10,30,2
134557.png,48,48,1,19,7
134557.png,48,68,4,51,10
134565.png,72,21,76,36,5
134565.png,72,55,54,29,10
134565.png,72,84,18,26,7
134575.png,104,37,55,43,1
134575.png,104,79,46,66,6
134575.png,104,147,28,59,9
134578.png,76,24,23,37,8
134578.png,76,63,18,41,8
134593.png,56,7,4,21,1
134593.png,56,27,1,26,4
134593.png,56,53,1,33,4
134601.png,62,11,7,38,2
134601.png,62,50,8,22,1
134601.png,62,81,1,24,4
134601.png,62,115,1,25,6
134607.png,72,31,17,58,5
134607.png,72,89,37,46,4
134613.png,108,27,32,83,4
134613.png,108,107,26,74,6
134616.png,56,23,4,33,4
134616.png,56,69,20,35,8
134616.png,56,112,24,24,2
134625.png,59,19,27,19,1
134625.png,59,35,21,22,7
134625.png,59,56,10,32,10
134627.png,63,13,12,21,1
134627.png,63,40,17,32,3
134627.png,63,77,29,28,10
134651.png,130,17,26,53,2
134651.png,130,79,46,76,3
134654.png,51,2,4,38,3
134654.png,51,41,21,27,5
134656.png,63,7,7,32,8
134656.png,63,42,9,27,1
134669.png,71,25,1,32,5
134669.png,71,58,10,28,8
134669.png,71,78,2,41,5
134672.png,74,28,1,31,2
134672.png,74,58,15,50,3
134672.png,74,93,17,40,10
134680.png,115,156,32,60,3
134684.png,139,36,19,68,9
134684.png,139,117,26,68,3
134690.png,58,20,4,27,6
134690.png,58,47,8,34,2
134692.png,52,15,20,25,8
134692.png,52,62,15,28,9
134692.png,52,104,2,34,2
134698.png,56,15,29,35,3
134698.png,56,44,20,35,2
134698.png,56,72,3,37,2
134707.png,65,20,23,39,3
134707.png,65,53,21,45,2
134707.png,65,96,31,36,9
134718.png,83,20,21,41,2
134718.png,83,57,26,35,7
134718.png,83,89,34,40,10
134724.png,54,30,11,36,6
134724.png,54,63,13,35,7
134724.png,54,91,15,32,10
134735.png,85,21,11,30,1
134735.png,85,56,6,51,4
134735.png,85,113,8,42,4
134740.png,99,28,16,42,1
134740.png,99,69,32,42,1
134740.png,99,107,32,49,10
134740.png,99,155,32,59,5
134749.png,58,16,10,29,3
134749.png,58,44,12,39,2
134749.png,58,77,13,27,7
134756.png,50,14,14,30,3
134756.png,50,56,11,32,7
134775.png,62,11,2,35,2
134775.png,62,43,7,29,5
134775.png,62,75,8,29,3
134781.png,75,18,12,22,1
134781.png,75,42,10,34,2
134781.png,75,78,10,29,2
134784.png,57,13,19,28,1
134784.png,57,44,11,31,2
134784.png,57,82,12,48,8
134786.png,76,19,19,38,2
134786.png,76,56,11,33,8
134789.png,58,14,2,37,3
134789.png,58,51,5,37,6
134792.png,59,13,15,16,1
134792.png,59,27,7,29,10
134792.png,59,54,3,35,8
134792.png,59,87,11,34,2
134816.png,89,24,32,55,3
134816.png,89,82,25,58,2
134816.png,89,133,21,51,4
134819.png,62,44,34,44,2
134819.png,62,88,38,36,3
134819.png,62,123,34,41,4
134822.png,42,10,12,38,3
134822.png,42,48,11,35,3
134822.png,42,83,7,24,1
134831.png,59,20,16,38,1
134831.png,59,54,22,30,3
134831.png,59,78,16,45,10
134836.png,60,27,18,21,1
134836.png,60,48,13,31,6
134836.png,60,77,1,33,5
134844.png,137,45,32,67,6
134844.png,137,104,2,97,8
134847.png,74,41,11,18,1
134847.png,74,57,8,40,10
134847.png,74,97,1,43,6
134855.png,84,18,8,43,3
134855.png,84,58,5,48,4
134855.png,84,106,7,39,7
134857.png,61,17,2,25,2
134857.png,61,52,14,28,6
134857.png,61,92,25,35,10
134863.png,52,29,8,20,1
134863.png,52,45,12,32,6
134863.png,52,76,8,32,10
134863.png,52,108,7,34,3
134865.png,53,14,13,30,3
134865.png,53,43,4,22,5
134865.png,53,65,5,32,6
134866.png,80,25,58,54,5
134866.png,80,78,32,55,2
134866.png,80,131,32,63,2
134872.png,60,21,14,42,1
134872.png,60,53,12,47,9
134872.png,60,97,8,49,5
134872.png,60,143,7,49,5
134874.png,42,8,14,34,9
134874.png,42,42,14,29,10
134890.png,74,2,22,41,3
134890.png,74,51,24,26,1
134890.png,74,87,29,42,10
134895.png,119,11,23,95,3
134895.png,119,110,23,106,6
134900.png,61,37,1,32,9
134900.png,61,80,8,19,7
134901.png,37,44,20,28,6
134901.png,37,70,21,35,7
134902.png,77,28,32,47,2
134902.png,77,70,22,38,1
134908.png,74,28,10,43,1
134908.png,74,61,13,43,10
134927.png,55,162,21,29,1
134927.png,55,179,19,36,10
134934.png,37,14,46,25,2
134934.png,37,39,24,32,2
134934.png,37,69,8,29,9
134948.png,62,9,14,38,5
134948.png,62,54,20,38,2
134948.png,62,98,15,33,4
134949.png,52,38,30,47,3
134949.png,52,73,22,49,10
134958.png,68,0,12,45,2
134958.png,68,50,7,40,10
134958.png,68,91,1,45,3
134970.png,68,14,18,50,3
134970.png,68,56,13,39,4
134970.png,68,94,14,22,1
134971.png,52,9,10,42,2
134971.png,52,35,2,47,4
134971.png,52,86,0,34,8
134976.png,69,47,3,33,1
134976.png,69,81,2,34,3
134985.png,94,17,25,74,4
134985.png,94,93,23,44,2
134985.png,94,138,25,46,8
135000.png,60,14,15,33,8
135000.png,60,50,24,31,7
135002.png,61,8,27,46,2
135002.png,61,39,15,45,10
135002.png,61,73,3,39,7
135005.png,88,25,37,56,9
135005.png,88,88,19,53,6
135012.png,58,9,10,41,6
135020.png,51,31,24,43,5
135021.png,58,15,8,24,1
135021.png,58,39,4,34,10
135021.png,58,80,1,24,1
135030.png,79,24,12,25,1
135030.png,79,50,11,36,2
135030.png,79,86,8,36,8
135030.png,79,120,13,31,3
135032.png,65,10,16,45,7
135032.png,65,64,1,34,8
135037.png,51,21,11,32,6
135037.png,51,52,10,33,6
135047.png,67,15,10,37,8
135047.png,67,52,6,42,5
135049.png,59,13,16,43,3
135049.png,59,57,13,35,5
135049.png,59,90,13,33,5
135059.png,43,39,8,33,8
135061.png,45,17,12,35,3
135061.png,45,54,13,34,6
135061.png,45,90,13,36,10
135070.png,67,159,14,31,1
135070.png,67,188,16,38,9
135075.png,83,28,12,46,2
135075.png,83,75,12,46,6
135075.png,83,131,12,44,9
135083.png,139,66,32,67,2
135083.png,139,142,11,46,5
135093.png,51,9,12,37,2
135093.png,51,41,16,23,1
135093.png,51,59,19,36,4
135102.png,202,196,41,98,4
135102.png,202,285,41,119,3
135108.png,74,22,25,38,6
135108.png,74,46,1,37,3
135120.png,78,22,22,29,1
135120.png,78,57,29,46,8
135120.png,78,108,33,52,7
135123.png,77,31,6,39,3
135123.png,77,67,1,34,8
